H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
DDX11L1,0,0,0,0,0,0,0
WASH7P,0,1,0,1,0,12,0
MIR6859-1,0,0,0,0,0,0,0
MIR6859-2,0,0,0,0,0,0,0
MIR6859-3,0,0,0,0,0,0,0
MIR6859-4,0,0,0,0,0,0,0
MIR1302-10,0,0,0,0,0,0,0
MIR1302-11,0,0,0,0,0,0,0
MIR1302-2,0,0,0,0,0,0,0
MIR1302-9,0,0,0,0,0,0,0
FAM138A,0,0,0,0,0,0,0
FAM138C,0,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0,0
OR4F5,0,0,0,0,0,0,0
LOC729737,0,1,1,0,1,15,4
LOC102725121,0,0,0,0,0,0,0
FAM138D,0,0,0,0,0,1,0
OR4F16,0,0,0,0,0,0,0
OR4F29,0,0,0,0,0,0,0
OR4F3,0,0,0,0,0,0,0
LOC100132062,0,0,0,0,0,0,0
LOC100132287,0,0,0,0,0,0,0
LOC101928626,0,0,0,0,0,0,0
MIR12136,0,0,0,0,0,0,0
LOC100133331,0,0,0,0,0,0,0
LOC100288069,0,0,0,0,0,2,0
FAM87B,0,0,0,0,0,0,0
LINC00115,1,0,0,0,0,8,1
LINC01128,4,1,2,5,0,48,4
FAM41C,0,0,1,1,0,11,1
LINC02593,0,0,1,1,0,9,0
SAMD11,1,1,12,10,0,115,5
NOC2L,3,12,13,23,0,255,28
KLHL17,2,1,1,6,0,51,10
PLEKHN1,0,3,0,0,0,13,9
PERM1,0,0,0,0,0,0,0
HES4,31,64,12,110,14,172,113
ISG15,17,36,20,125,2,616,46
AGRN,7,19,24,34,1,378,106
LOC100288175,1,0,1,8,0,3,5
RNF223,0,0,0,0,0,0,0
C1orf159,2,0,2,4,0,21,4
LINC01342,0,0,0,0,0,0,0
MIR200B,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,0
MIR429,0,0,0,0,0,0,0
TTLL10,0,0,0,0,0,0,0
TNFRSF18,0,3,0,0,0,0,0
TNFRSF4,0,0,0,1,0,2,0
SDF4,10,45,69,116,3,2804,236
B3GALT6,5,19,18,46,2,442,60
