H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
DDX11L1,0,0,0,0,0,0,0
WASH7P,5,3,4,2,4,2,1
MIR6859-1,0,0,0,0,0,0,0
MIR6859-2,0,0,0,0,0,0,0
MIR6859-3,0,0,0,0,0,0,0
MIR6859-4,0,0,0,0,0,0,0
MIR1302-10,0,0,0,0,0,0,0
MIR1302-11,0,0,0,0,0,0,0
MIR1302-2,0,0,0,0,0,0,0
MIR1302-9,0,0,0,0,0,0,0
FAM138A,0,0,0,0,0,0,0
FAM138C,0,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0,0
OR4F5,0,0,0,0,0,0,0
LOC729737,1,2,3,0,1,3,7
LOC102725121,0,0,0,0,0,0,0
FAM138D,0,0,0,0,0,0,0
OR4F16,0,0,0,0,0,0,0
OR4F29,0,0,0,0,0,0,0
OR4F3,0,0,0,0,0,0,0
LOC100132062,0,0,0,0,0,0,0
LOC100132287,0,0,0,0,0,0,0
LOC101928626,0,0,0,0,0,0,0
MIR12136,0,0,0,0,0,0,0
LOC100133331,1,0,0,0,0,0,0
LOC100288069,0,0,0,0,0,0,0
FAM87B,0,0,0,0,0,0,0
LINC00115,0,0,1,0,0,1,1
LINC01128,18,16,5,7,18,18,25
FAM41C,4,3,2,4,4,12,2
LINC02593,0,0,0,0,2,2,0
SAMD11,0,1,5,6,2,35,12
NOC2L,53,102,39,78,81,94,121
KLHL17,7,7,4,6,16,11,26
PLEKHN1,4,2,0,1,4,3,6
PERM1,0,0,0,0,0,0,0
HES4,300,219,27,216,179,94,220
ISG15,595,2037,66,1065,1330,410,247
AGRN,81,87,12,29,85,40,121
LOC100288175,6,2,3,3,3,1,6
RNF223,0,0,0,0,0,0,0
C1orf159,3,4,2,3,2,6,8
LINC01342,0,0,0,0,0,0,0
MIR200B,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,0
MIR429,0,0,0,0,0,0,0
TTLL10,0,0,0,0,0,0,0
TNFRSF18,2,5,0,0,0,0,0
TNFRSF4,0,0,0,0,0,0,1
SDF4,387,382,90,198,524,709,622
B3GALT6,142,118,31,58,141,146,169
C1QTNF12,7,10,0,1,0,1,3
UBE2J2,163,132,48,53,62,161,151
SCNN1D,1,4,0,2,2,3,4
ACAP3,18,20,9,11,36,31,51
MIR6726,0,0,0,0,0,0,0
SNORD167,0,0,0,0,0,0,0
PUSL1,63,78,22,35,65,96,80
INTS11,116,97,38,45,65,70,95
MIR6727,0,0,0,0,0,0,0
CPTP,46,43,9,23,25,42,44
TAS1R3,0,0,0,0,0,0,1
DVL1,101,83,24,68,193,70,64
MIR6808,0,0,0,0,0,0,0
MXRA8,277,90,10,55,710,65,102
AURKAIP1,859,1138,326,683,1029,1539,1316
CCNL2,46,68,35,73,73,78,129
MRPL20-AS1,18,21,4,9,19,47,33
MRPL20,673,637,203,424,616,971,846
ANKRD65,0,0,0,0,0,0,0
TMEM88B,0,0,0,0,0,0,0
LINC01770,0,0,0,0,0,0,0
VWA1,1,9,2,4,2,3,5
ATAD3C,0,0,0,0,1,0,1
ATAD3B,15,30,16,12,17,19,25
ATAD3A,73,71,33,62,108,81,86
TMEM240,0,4,2,2,4,7,9
SSU72,1276,1041,300,596,956,1445,941
FNDC10,76,95,24,84,199,183,113
LOC105378586,0,0,0,0,0,0,0
MIB2,62,68,32,29,60,91,88
MMP23B,20,13,0,2,3,17,5
MMP23A,3,1,0,0,0,2,0
CDK11B,68,53,6,29,40,13,13
SLC35E2B,10,4,0,0,6,5,4
CDK11A,51,35,2,8,28,16,14
SLC35E2A,5,12,6,7,8,6,18
NADK,102,114,27,48,84,99,99
GNB1,790,785,129,412,780,632,680
CALML6,0,1,0,0,0,0,0
TMEM52,1,2,1,1,1,1,0
CFAP74,0,0,0,0,0,0,0
GABRD,0,0,0,0,0,0,0
LOC105378591,0,0,0,0,0,0,0
PRKCZ,1,0,0,13,3,7,2
PRKCZ-AS1,0,3,1,1,2,4,3
FAAP20,709,633,161,435,553,626,679
SKI,47,60,13,17,31,31,54
MORN1,4,3,0,1,4,4,6
LOC100129534,2,0,0,0,0,1,1
RER1,443,561,139,293,616,861,840
PEX10,95,93,33,66,87,105,71
PLCH2,3,0,0,0,2,0,0
PANK4,16,23,5,4,11,8,11
HES5,0,1,0,0,0,0,1
TNFRSF14-AS1,0,0,0,0,0,0,0
TNFRSF14,1,3,0,0,0,0,0
LOC100996583,0,0,0,0,0,0,0
PRXL2B,19,24,10,13,34,28,30
MMEL1,0,0,0,0,0,0,0
TTC34,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0
PRDM16-DT,12,1,1,5,5,0,0
PRDM16,10,2,0,2,4,0,0
MIR4251,0,0,0,0,0,0,0
ARHGEF16,3,2,1,2,0,1,1
MEGF6,29,11,2,30,12,4,6
MIR551A,0,0,0,0,0,0,0
TPRG1L,155,120,29,120,157,206,166
WRAP73,21,22,6,10,7,25,29
TP73,0,0,0,0,0,0,0
TP73-AS1,19,11,5,11,10,10,15
CCDC27,0,0,0,0,0,0,0
SMIM1,10,12,7,17,5,7,11
LRRC47,76,62,19,60,61,83,62
CEP104,40,45,12,22,23,15,38
DFFB,2,1,3,1,1,2,6
C1orf174,48,40,24,9,17,55,63
LINC01134,0,0,0,0,0,0,0
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,0,0,0,0,0,0,0
MIR4689,0,0,0,0,0,0,0
NPHP4,4,3,0,1,5,3,4
KCNAB2,3,3,0,3,5,4,6
CHD5,0,3,0,19,1,2,2
RPL22,5102,4729,1371,3257,3954,4974,4145
LOC102724450,1,2,1,1,3,2,1
RNF207,1,1,0,0,2,4,5
ICMT,175,132,29,50,189,133,107
LINC00337,0,1,0,0,1,0,1
HES3,0,0,0,0,0,0,0
GPR153,7,11,2,2,14,1,6
ACOT7,185,202,55,289,239,149,241
HES2,1,0,0,0,1,0,0
ESPN,0,0,0,1,0,0,0
MIR4252,0,0,0,0,0,0,0
