H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
DDX11L1,0,0,0,0,0,0,0
WASH7P,1,2,2,4,1,0,0
MIR6859-1,0,0,0,0,0,0,0
MIR6859-2,0,0,0,0,0,0,0
MIR6859-3,0,0,0,0,0,0,0
MIR6859-4,0,0,0,0,0,0,0
MIR1302-10,0,0,0,0,0,0,0
MIR1302-11,0,0,0,0,0,0,0
MIR1302-2,0,0,0,0,0,0,0
MIR1302-9,0,0,0,0,0,0,0
FAM138A,0,0,0,0,0,0,0
FAM138C,0,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0,0
OR4F5,0,0,0,0,0,0,0
LOC729737,6,24,10,19,0,25,5
LOC102725121,0,0,0,0,0,0,0
FAM138D,0,0,0,0,0,0,0
OR4F16,0,0,0,0,0,0,0
OR4F29,0,0,0,0,0,0,0
OR4F3,0,0,0,0,0,0,0
LOC100132062,0,0,0,0,0,0,0
LOC100132287,0,0,0,0,0,0,0
LOC101928626,0,0,0,0,0,0,0
MIR12136,1,0,0,0,0,0,0
LOC100133331,0,0,0,0,0,0,0
LOC100288069,0,1,2,0,1,0,0
FAM87B,0,0,0,0,0,0,0
LINC00115,2,2,2,1,1,2,0
LINC01128,11,20,8,14,2,8,2
FAM41C,2,1,1,2,0,2,0
LINC02593,0,0,0,0,0,0,0
SAMD11,1,1,0,0,0,0,2
NOC2L,30,62,24,54,8,28,30
KLHL17,7,13,6,3,2,5,5
PLEKHN1,0,3,2,2,1,0,0
PERM1,0,0,0,0,0,0,0
HES4,6,18,0,2,53,4,12
ISG15,13,29,7,36,27,31,20
AGRN,63,76,23,84,11,35,35
LOC100288175,2,17,2,3,0,5,2
RNF223,0,0,0,0,0,0,0
C1orf159,7,4,4,9,3,8,3
LINC01342,0,0,0,0,0,0,0
MIR200B,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,0
MIR429,0,0,0,0,0,0,0
TTLL10,0,0,0,1,0,0,0
TNFRSF18,0,1,0,0,0,0,0
TNFRSF4,0,1,0,0,0,0,0
SDF4,55,69,59,70,10,55,33
B3GALT6,36,56,24,50,2,43,15
C1QTNF12,2,2,1,3,1,1,0
UBE2J2,54,78,50,66,12,39,20
SCNN1D,0,6,1,0,1,0,0
ACAP3,5,24,7,13,2,11,5
MIR6726,0,0,0,0,0,0,0
SNORD167,0,0,0,0,0,0,0
PUSL1,51,59,39,50,14,42,16
INTS11,23,52,22,32,12,30,8
MIR6727,0,0,0,0,0,0,0
CPTP,12,20,14,15,1,13,6
TAS1R3,0,0,0,0,0,0,0
DVL1,38,47,32,57,6,22,13
MIR6808,0,0,0,0,0,0,0
MXRA8,5,9,1,8,0,3,5
AURKAIP1,442,502,313,424,93,305,165
CCNL2,41,58,39,38,20,34,12
MRPL20-AS1,13,43,21,37,3,18,15
MRPL20,266,332,161,235,38,146,94
ANKRD65,0,4,0,7,0,0,1
TMEM88B,0,0,0,0,0,0,0
LINC01770,2,5,0,0,1,5,2
VWA1,46,35,17,38,13,21,25
ATAD3C,3,0,0,3,1,2,1
ATAD3B,41,40,30,50,14,24,21
ATAD3A,29,40,29,43,10,38,20
TMEM240,3,3,1,1,0,5,0
SSU72,438,619,314,390,25,381,184
FNDC10,32,60,25,48,3,58,9
LOC105378586,0,0,0,0,0,0,0
MIB2,17,33,9,43,15,16,13
MMP23B,0,0,0,0,0,1,0
MMP23A,0,0,0,0,0,0,0
CDK11B,18,22,12,25,9,7,6
SLC35E2B,11,17,7,3,1,8,4
CDK11A,4,11,6,10,8,10,1
SLC35E2A,9,24,12,9,1,9,5
NADK,33,60,26,31,4,56,20
GNB1,226,379,156,361,16,218,119
CALML6,0,0,0,0,0,0,0
TMEM52,17,30,8,19,1,30,10
CFAP74,0,0,0,0,0,0,0
GABRD,0,2,3,1,0,0,0
LOC105378591,0,0,0,0,0,0,0
PRKCZ,19,36,12,16,2,27,4
PRKCZ-AS1,0,1,1,0,0,0,1
FAAP20,274,402,139,285,29,197,102
SKI,24,60,19,48,4,35,12
MORN1,0,1,1,1,1,1,1
LOC100129534,0,0,0,1,1,0,0
RER1,102,111,59,89,10,106,47
PEX10,24,41,24,50,2,28,8
PLCH2,0,0,1,0,0,0,0
PANK4,3,9,3,2,0,5,1
HES5,0,0,0,0,0,0,0
TNFRSF14-AS1,0,0,0,0,0,0,0
TNFRSF14,1,0,0,0,0,0,0
LOC100996583,0,0,0,0,0,0,0
PRXL2B,24,41,23,51,2,27,10
MMEL1,0,0,0,0,0,0,0
TTC34,0,0,0,0,1,0,0
ACTRT2,0,0,0,0,0,0,0
PRDM16-DT,0,0,0,0,0,0,0
PRDM16,0,2,0,1,0,0,0
MIR4251,0,0,0,0,0,0,0
ARHGEF16,9,20,9,10,5,9,3
MEGF6,2,11,7,6,1,13,1
MIR551A,0,0,0,0,0,0,0
TPRG1L,15,26,8,22,5,15,12
WRAP73,7,33,15,7,4,9,5
TP73,0,6,0,5,0,2,0
TP73-AS1,11,32,9,19,1,24,5
CCDC27,0,0,0,0,0,0,0
SMIM1,10,11,4,7,1,11,2
LRRC47,39,65,38,63,10,70,29
CEP104,19,33,14,25,0,9,13
DFFB,5,9,3,5,0,9,4
C1orf174,38,66,38,51,3,49,16
LINC01134,0,0,0,0,0,0,0
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,3,18,13,3,0,4,10
MIR4689,0,0,0,0,0,0,0
NPHP4,4,2,5,13,1,5,1
KCNAB2,2,1,0,0,0,3,0
CHD5,0,6,2,3,3,0,0
RPL22,1304,2971,846,1947,254,1576,837
LOC102724450,1,2,0,0,0,0,0
RNF207,0,0,0,0,0,0,0
ICMT,95,148,74,136,3,69,39
LINC00337,2,12,2,2,0,7,2
HES3,0,0,1,0,2,0,0
GPR153,2,8,4,9,1,11,1
ACOT7,62,101,24,64,8,37,20
HES2,1,6,1,1,2,1,1
ESPN,16,25,5,7,0,14,5
MIR4252,0,0,0,0,0,0,0
TNFRSF25,14,11,4,12,8,8,0
PLEKHG5,7,11,4,10,1,9,4
NOL9,30,47,28,55,5,30,14
TAS1R1,0,0,0,0,0,0,0
ZBTB48,8,5,4,7,1,3,2
KLHL21,20,19,11,34,2,17,17
PHF13,21,49,21,32,4,30,8
THAP3,17,24,7,11,7,18,3
DNAJC11,31,65,20,61,7,24,19
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,0,1,0,0,0,0,0
CAMTA1,152,272,133,212,25,213,75
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,32,52,17,33,1,33,17
PER3,1,6,2,9,0,3,1
UTS2,0,0,0,0,0,0,0
TNFRSF9,0,0,0,0,0,0,0
PARK7,392,447,284,302,75,224,145
ERRFI1,21,36,25,56,6,58,13
LINC01714,0,0,0,0,0,0,0
SLC45A1,2,4,2,1,1,1,0
RERE,44,102,44,94,6,82,28
RERE-AS1,0,0,0,0,0,0,0
SNORD128,0,0,0,0,0,0,0
ENO1,264,704,187,399,150,329,238
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,0,1,1,1,1,3,0
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,0,0,0,0,0,0,0
GPR157,0,1,1,3,1,3,0
MIR34AHG,3,20,2,4,2,3,2
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,0,17,1,0,0,4,0
H6PD,0,8,2,4,1,6,1
SPSB1,1,4,0,0,0,0,0
LINC02606,0,1,0,0,0,0,0
SLC25A33,71,80,77,82,3,71,29
TMEM201,14,17,13,29,2,21,3
PIK3CD,3,25,2,9,4,13,5
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,18,43,10,21,3,24,5
CLSTN1,46,115,41,76,8,56,27
CTNNBIP1,61,120,72,89,3,110,51
LZIC,35,42,24,34,6,27,17
NMNAT1,0,2,0,2,1,5,1
TMEM274P,0,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,6,18,1,3,9,8,5
UBE4B,23,69,22,57,5,53,14
KIF1B,68,139,44,123,13,71,30
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,97,225,90,173,11,212,63
CENPS,19,28,19,19,5,25,8
CENPS-CORT,0,2,0,1,0,0,0
CORT,1,1,0,0,0,0,0
DFFA,89,166,44,80,7,84,35
PEX14,11,15,8,9,2,7,1
CASZ1,6,3,1,4,3,6,1
C1orf127,0,0,0,0,0,0,0
TARDBP,62,135,49,117,11,107,35
MASP2,0,1,0,0,0,0,0
SRM,874,775,550,710,46,444,272
EXOSC10,22,35,7,34,9,18,8
EXOSC10-AS1,4,5,5,4,1,1,0
MTOR,26,67,29,70,7,56,16
MTOR-AS1,0,0,0,0,0,0,0
ANGPTL7,0,0,0,0,0,0,0
UBIAD1,31,39,16,49,2,30,12
DISP3,0,6,2,4,0,1,1
LINC01647,0,0,0,0,0,0,0
FBXO2,32,98,33,46,23,27,34
FBXO44,16,25,7,14,3,5,0
FBXO6,0,0,1,0,1,1,2
MAD2L2,189,286,204,196,29,181,104
DRAXIN,25,34,29,49,6,22,30
AGTRAP,67,84,43,57,14,95,24
C1orf167,1,1,0,2,0,0,1
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,12,29,8,18,0,12,2
CLCN6,4,18,8,18,4,24,5
NPPA-AS1,0,0,0,0,0,0,0
NPPA,0,0,0,0,0,0,0
NPPB,19,0,0,15,26,0,38
RNU5E-1,0,0,0,0,0,0,0
KIAA2013,41,48,29,60,6,38,27
PLOD1,20,27,11,41,2,18,17
MFN2,26,34,21,52,2,36,7
MIIP,61,110,52,63,10,46,25
MIR6729,0,0,0,0,0,0,0
TNFRSF8,1,3,3,15,1,15,9
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,0,4,2,4,0,3,0
MIR4632,0,0,0,0,0,0,0
VPS13D,8,30,13,22,2,11,4
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,25,64,11,35,1,14,14
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,1,0,0,0
AADACL3,3,3,0,0,0,0,3
C1orf158,0,0,0,0,0,0,2
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,0,0,0,0,0,1,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
