H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
DDX11L1,0,0,0,0,0,0,0
WASH7P,16,13,41,27,22,33,11
MIR6859-1,0,0,0,0,0,0,0
MIR6859-2,0,0,0,0,0,0,0
MIR6859-3,0,0,0,0,0,0,0
MIR6859-4,0,0,0,0,0,0,0
MIR1302-10,0,0,0,0,0,0,0
MIR1302-11,0,0,0,0,0,0,0
MIR1302-2,0,0,0,0,0,0,0
MIR1302-9,0,0,0,0,0,0,0
FAM138A,0,0,0,0,0,0,0
FAM138C,0,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0,0
OR4F5,0,0,0,0,0,0,0
LOC729737,33,48,49,93,39,144,71
LOC102725121,0,0,0,0,0,0,0
FAM138D,0,0,1,0,0,0,0
OR4F16,0,0,0,0,0,0,0
OR4F29,0,0,0,0,0,0,0
OR4F3,0,0,0,0,0,0,0
LOC100132062,0,0,0,0,0,0,0
LOC100132287,0,0,0,0,0,0,0
LOC101928626,0,0,0,0,0,0,0
MIR12136,1,0,0,0,0,0,0
LOC100133331,0,0,1,0,0,0,1
LOC100288069,2,1,2,4,4,1,1
FAM87B,0,0,0,0,0,0,0
LINC00115,17,22,30,8,32,20,8
LINC01128,71,109,118,102,74,108,41
FAM41C,12,15,38,33,13,27,18
LINC02593,0,0,0,0,0,0,0
SAMD11,3,0,2,1,21,1,6
NOC2L,698,503,1085,728,684,927,512
KLHL17,37,61,68,52,100,96,38
PLEKHN1,14,24,11,19,37,18,7
PERM1,0,1,0,0,5,0,0
HES4,37,47,23,35,1316,19,104
ISG15,783,761,284,1182,1335,925,533
AGRN,248,263,195,389,199,322,215
LOC100288175,29,39,9,35,175,24,14
RNF223,0,0,0,0,1,0,0
C1orf159,30,21,42,32,32,55,31
LINC01342,0,1,0,0,0,0,0
MIR200B,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,0
MIR429,0,0,0,0,0,0,0
TTLL10,0,1,0,1,0,1,0
TNFRSF18,3,30,3,23,37,16,8
TNFRSF4,1,4,0,2,0,1,1
SDF4,484,435,893,529,508,786,446
B3GALT6,384,331,513,380,298,429,173
C1QTNF12,9,26,15,42,64,53,17
UBE2J2,816,864,1287,1013,900,1218,581
SCNN1D,5,4,5,4,1,3,4
ACAP3,75,49,80,78,79,122,51
MIR6726,0,0,0,0,0,0,0
SNORD167,0,0,0,0,0,0,0
PUSL1,692,637,883,714,564,959,373
INTS11,640,461,660,520,543,723,338
MIR6727,0,0,0,0,0,0,0
CPTP,101,101,183,104,144,158,90
TAS1R3,0,1,0,0,1,1,0
DVL1,203,183,266,263,172,334,115
MIR6808,0,0,0,0,0,0,0
MXRA8,21,34,36,36,25,60,22
AURKAIP1,6921,6071,7791,7243,6171,7324,4063
CCNL2,461,359,674,456,554,498,342
MRPL20-AS1,173,262,357,246,254,329,142
MRPL20,5743,3692,4690,5290,4166,4378,2770
ANKRD65,5,14,14,36,55,19,35
TMEM88B,0,0,0,1,2,1,0
LINC01770,20,39,3,26,8,49,6
VWA1,704,272,440,602,437,419,421
ATAD3C,14,6,3,27,13,12,10
ATAD3B,990,438,1020,817,800,541,621
ATAD3A,677,340,960,569,522,633,431
TMEM240,46,37,31,36,25,41,14
SSU72,3974,3518,5063,4087,2892,4793,2415
FNDC10,224,246,381,283,205,649,126
LOC105378586,0,0,0,0,1,1,0
MIB2,127,191,183,368,646,209,199
MMP23B,1,4,0,0,0,1,1
MMP23A,1,0,0,0,0,1,0
CDK11B,236,207,263,329,271,194,83
SLC35E2B,39,53,38,33,35,32,31
CDK11A,194,205,271,201,225,155,93
SLC35E2A,48,106,89,99,49,121,50
NADK,185,220,390,257,221,507,186
GNB1,1492,1256,1329,1780,1342,1951,984
CALML6,0,1,0,0,0,1,1
TMEM52,204,212,213,217,99,353,147
CFAP74,0,1,0,3,0,0,0
GABRD,10,13,7,10,6,16,4
LOC105378591,0,0,0,0,1,0,1
PRKCZ,181,163,255,191,209,268,85
PRKCZ-AS1,8,6,8,7,7,12,3
FAAP20,2242,2172,1439,2200,1767,2615,1160
SKI,164,135,128,218,125,221,131
MORN1,9,14,13,15,4,10,2
LOC100129534,1,2,0,0,2,1,2
RER1,1829,1485,2207,1728,1539,1631,1191
PEX10,310,262,434,364,248,303,162
PLCH2,0,1,0,0,0,1,0
PANK4,22,22,63,38,25,99,31
HES5,4,0,17,2,76,3,5
TNFRSF14-AS1,0,0,0,0,1,0,0
TNFRSF14,4,0,0,3,0,0,0
LOC100996583,1,0,0,0,0,0,0
PRXL2B,241,166,397,260,154,199,121
MMEL1,0,1,0,1,0,2,0
TTC34,0,0,0,0,0,0,0
ACTRT2,0,0,0,1,0,0,0
PRDM16-DT,0,1,16,0,4,0,0
PRDM16,0,4,5,6,4,2,1
MIR4251,0,0,0,0,0,0,0
ARHGEF16,175,113,190,167,163,113,119
MEGF6,24,32,35,39,39,39,27
MIR551A,0,0,0,0,0,0,0
TPRG1L,156,125,290,137,214,190,107
WRAP73,208,258,342,218,198,281,175
TP73,3,19,9,4,3,19,1
TP73-AS1,54,106,116,87,51,151,46
CCDC27,0,0,0,0,0,0,0
SMIM1,52,88,39,54,27,83,23
LRRC47,403,343,876,530,625,895,277
CEP104,110,84,181,147,121,149,58
DFFB,52,47,91,52,37,96,45
C1orf174,352,344,589,451,359,765,345
LINC01134,1,0,0,0,0,1,0
LINC01346,0,0,0,0,0,0,0
