H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
DDX11L1,0,0,0,0,0,0,0
WASH7P,66,48,97,105,72,92,37
MIR6859-1,0,0,0,0,0,0,0
MIR6859-2,0,0,0,0,0,0,0
MIR6859-3,0,0,0,0,0,0,0
MIR6859-4,0,0,0,0,0,0,0
MIR1302-10,0,0,0,0,0,0,0
MIR1302-11,0,0,0,0,0,0,0
MIR1302-2,0,0,0,0,0,0,0
MIR1302-9,0,0,0,0,0,0,0
FAM138A,0,0,0,0,0,0,0
FAM138C,0,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0,0
OR4F5,0,0,0,0,0,0,0
LOC729737,272,275,190,424,192,564,353
LOC102725121,0,0,0,0,0,0,0
FAM138D,2,0,1,0,0,0,0
OR4F16,0,0,0,0,0,0,0
OR4F29,0,0,0,0,0,0,0
OR4F3,0,0,0,0,0,0,0
LOC100132062,0,0,0,0,0,0,0
LOC100132287,0,0,0,0,0,0,0
LOC101928626,0,0,0,0,0,0,0
MIR12136,2,0,0,0,0,0,0
LOC100133331,0,0,1,0,1,0,1
LOC100288069,6,12,11,10,14,2,4
FAM87B,0,0,0,0,0,0,0
LINC00115,50,85,67,31,57,55,25
LINC01128,418,478,351,442,256,361,212
FAM41C,75,57,97,108,40,80,64
LINC02593,1,0,2,0,0,0,1
SAMD11,14,15,14,4,32,2,21
NOC2L,3109,2022,2822,2308,1640,2301,2051
KLHL17,263,282,229,252,284,330,164
PLEKHN1,73,88,37,68,99,56,26
PERM1,0,2,0,1,5,0,0
HES4,261,483,69,122,2696,102,410
ISG15,3482,2931,916,3819,2689,2878,3079
AGRN,1635,1385,644,1691,733,1254,1165
LOC100288175,174,223,33,140,516,105,113
RNF223,0,0,0,0,1,0,0
C1orf159,180,124,126,174,129,242,132
LINC01342,0,4,0,3,0,0,0
MIR200B,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,0
MIR429,0,0,0,0,0,0,0
TTLL10,1,3,0,6,0,5,0
TNFRSF18,32,82,12,63,63,48,25
TNFRSF4,3,9,0,4,1,4,2
SDF4,2445,1856,2616,2136,1495,2284,1939
B3GALT6,1967,1650,1607,1594,961,1572,886
C1QTNF12,91,148,58,131,189,176,90
UBE2J2,4017,3341,3935,3584,2550,3479,2621
SCNN1D,20,34,13,14,8,22,9
ACAP3,378,299,289,380,267,397,259
MIR6726,0,0,0,0,0,0,0
SNORD167,0,0,0,0,0,0,0
PUSL1,3478,2557,2624,2529,1731,2958,1792
INTS11,2828,1942,2058,1705,1468,2131,1506
MIR6727,0,0,0,0,0,0,0
CPTP,578,424,518,393,446,461,330
TAS1R3,0,3,0,0,1,1,1
DVL1,1132,881,789,1114,595,1106,521
MIR6808,0,0,0,0,0,0,0
MXRA8,124,177,107,156,108,222,81
AURKAIP1,36308,26437,23784,25903,18431,23613,18563
CCNL2,2002,1566,1962,1642,1529,1557,1380
MRPL20-AS1,986,1188,1033,994,865,1143,620
MRPL20,29645,16387,14950,19710,13731,14269,12715
ANKRD65,45,94,37,132,112,58,186
TMEM88B,0,0,0,1,4,1,0
LINC01770,93,177,14,98,19,220,40
VWA1,3686,1271,1471,2101,1360,1291,1940
ATAD3C,53,28,12,87,36,59,42
ATAD3B,4895,1923,2916,2552,2292,1557,2462
ATAD3A,3225,1406,2799,1943,1416,1843,1651
TMEM240,147,141,109,114,90,172,40
SSU72,21190,16034,15148,15277,9781,16712,10849
FNDC10,1239,1122,1179,1196,689,2156,484
LOC105378586,1,0,0,1,1,1,0
MIB2,726,906,591,1478,2118,749,1069
MMP23B,4,12,1,2,4,10,5
MMP23A,1,1,0,0,1,1,0
CDK11B,947,776,781,964,684,565,361
SLC35E2B,237,250,128,120,116,139,128
CDK11A,797,736,685,600,576,398,323
SLC35E2A,285,443,275,341,140,414,191
NADK,1089,1080,1109,1071,602,1629,873
GNB1,8152,6046,4062,7467,4735,6878,4582
CALML6,0,3,1,2,1,2,2
TMEM52,1177,1032,715,946,312,1212,580
CFAP74,2,3,2,3,1,1,0
GABRD,48,46,26,38,22,41,10
LOC105378591,3,4,2,1,1,2,2
PRKCZ,1104,787,809,820,659,873,488
PRKCZ-AS1,38,14,23,33,21,25,20
FAAP20,12066,9694,4533,8719,5749,8773,5589
SKI,879,746,369,929,414,871,625
MORN1,48,41,40,52,26,36,19
LOC100129534,1,10,1,5,7,4,4
RER1,8773,6353,6964,5371,4803,4854,5001
PEX10,1644,1067,1340,1392,903,1056,737
PLCH2,0,3,2,1,1,1,0
PANK4,118,121,153,88,67,255,111
HES5,9,12,34,3,97,6,14
TNFRSF14-AS1,0,0,0,0,1,0,0
TNFRSF14,8,4,0,3,0,3,2
LOC100996583,1,1,0,1,0,0,0
PRXL2B,1397,855,1134,1023,568,753,523
MMEL1,1,10,2,2,2,7,2
TTC34,0,0,0,1,1,0,0
ACTRT2,0,0,2,4,0,0,0
PRDM16-DT,0,4,42,0,6,0,0
PRDM16,9,12,13,28,15,7,4
MIR4251,0,0,0,0,0,0,0
ARHGEF16,772,479,563,527,522,351,559
MEGF6,133,142,133,168,92,144,137
MIR551A,0,0,0,0,0,0,0
TPRG1L,743,521,750,521,573,541,438
WRAP73,1118,1214,1070,677,560,913,874
TP73,20,87,26,28,7,77,7
TP73-AS1,386,516,311,375,156,578,187
CCDC27,0,0,0,0,0,0,0
SMIM1,303,430,157,246,89,332,153
LRRC47,1930,1469,2452,1882,1791,2575,1153
CEP104,673,397,507,527,374,490,321
DFFB,269,220,256,241,91,306,184
C1orf174,1685,1415,1741,1641,1020,2500,1451
LINC01134,3,1,0,2,1,2,1
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,1,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,174,166,313,91,18,157,429
MIR4689,0,0,0,0,0,0,0
NPHP4,337,119,167,423,234,364,178
KCNAB2,30,53,9,72,11,91,16
CHD5,42,65,30,46,144,35,29
RPL22,105763,106297,56589,97962,62296,78450,67783
LOC102724450,4,22,3,6,0,14,2
RNF207,17,32,26,21,12,47,5
ICMT,2991,1966,2651,2900,1280,2153,1379
LINC00337,83,243,71,119,75,196,30
HES3,4,15,37,8,12,7,1
GPR153,84,158,175,131,66,226,22
ACOT7,5602,3782,3287,3553,1857,3791,3958
HES2,18,63,34,6,42,16,73
ESPN,1239,1316,490,399,194,880,265
MIR4252,0,0,0,0,0,0,0
TNFRSF25,194,241,90,214,154,186,81
PLEKHG5,172,188,98,201,192,293,104
NOL9,1695,1074,1540,1354,868,995,765
TAS1R1,1,0,1,0,1,1,0
ZBTB48,497,380,354,339,375,354,254
KLHL21,635,273,296,607,331,338,362
PHF13,681,709,598,660,337,660,391
THAP3,932,945,567,577,770,851,505
DNAJC11,1365,1033,1292,1236,819,1115,854
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,4,21,4,4,2,14,6
CAMTA1,9363,10717,7736,10324,6282,12562,6053
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,1467,1129,785,1018,766,1288,1089
PER3,189,130,101,133,74,114,81
UTS2,2,6,1,3,18,0,1
TNFRSF9,1,1,1,0,15,0,0
PARK7,52540,39150,32975,32160,22747,23656,25369
ERRFI1,871,480,683,959,854,1645,648
LINC01714,0,0,1,0,0,0,0
SLC45A1,78,75,35,59,12,89,17
RERE,1763,1938,1641,2130,944,2089,1121
RERE-AS1,1,1,2,4,2,1,0
SNORD128,0,0,0,0,0,0,0
ENO1,50428,42425,42187,32560,27355,37288,52411
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,37,68,27,40,37,61,11
CA6,0,0,0,0,1,1,0
SLC2A7,0,0,0,0,0,1,0
SLC2A5,0,1,2,0,0,2,1
GPR157,45,50,35,65,40,85,31
MIR34AHG,101,330,52,71,75,149,103
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,55,261,49,70,40,151,64
H6PD,43,145,74,106,79,175,38
SPSB1,87,81,92,65,53,88,41
LINC02606,2,4,0,0,0,0,0
SLC25A33,3414,2276,3412,3153,2577,3269,1665
TMEM201,406,289,537,503,197,457,253
PIK3CD,123,305,56,127,242,261,168
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,707,993,261,602,335,906,368
CLSTN1,1497,1589,1525,1379,639,1560,1161
CTNNBIP1,3568,3531,3666,3767,2132,5036,3179
LZIC,1691,1443,1171,1249,1369,1112,1097
NMNAT1,87,99,97,67,155,66,115
TMEM274P,1,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,568,1175,179,288,818,519,408
UBE4B,1256,1145,907,1495,584,1606,622
KIF1B,2268,2344,1802,2192,1206,2334,1139
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,7202,5460,5041,6122,3251,8483,5050
CENPS,1572,1071,1074,1155,949,963,1009
CENPS-CORT,63,32,54,23,24,36,12
CORT,14,12,14,5,3,11,7
DFFA,5741,5005,3290,3828,2363,3548,3245
PEX14,515,440,536,419,317,497,321
CASZ1,111,107,54,118,66,161,88
C1orf127,0,0,1,5,0,8,0
TARDBP,2756,2245,1884,2567,1218,2947,1626
MASP2,6,2,1,5,1,4,1
SRM,41898,20319,23844,24383,14218,20360,18149
