H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
DDX11L1,0,0,0,0,0,0,0
WASH7P,1,0,0,0,0,0,0
MIR6859-1,0,0,0,0,0,0,0
MIR6859-2,0,0,0,0,0,0,0
MIR6859-3,0,0,0,0,0,0,0
MIR6859-4,0,0,0,0,0,0,0
MIR1302-10,0,0,0,0,0,0,0
MIR1302-11,0,0,0,0,0,0,0
MIR1302-2,0,0,0,0,0,0,0
MIR1302-9,0,0,0,0,0,0,0
FAM138A,0,0,0,0,0,0,0
FAM138C,0,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0,0
OR4F5,0,0,0,0,0,0,0
LOC729737,2,0,2,2,0,2,1
LOC102725121,0,0,0,0,0,0,0
FAM138D,0,0,0,0,0,0,0
OR4F16,0,0,0,0,0,0,0
OR4F29,0,0,0,0,0,0,0
OR4F3,0,0,0,0,0,0,0
LOC100132062,0,0,0,0,0,0,0
LOC100132287,0,0,0,0,0,0,0
LOC101928626,0,0,0,0,0,0,0
MIR12136,0,0,0,0,0,0,0
LOC100133331,0,0,0,0,0,0,0
LOC100288069,0,0,0,0,0,0,0
FAM87B,0,0,0,0,0,0,0
LINC00115,0,0,1,0,0,0,0
LINC01128,0,1,2,4,1,0,2
FAM41C,0,0,3,0,0,0,0
LINC02593,0,0,0,0,0,0,0
SAMD11,0,0,0,0,0,0,0
NOC2L,15,4,10,7,2,5,2
KLHL17,1,2,4,2,1,2,0
PLEKHN1,0,1,1,0,1,0,0
PERM1,0,0,0,0,0,0,0
HES4,4,2,0,0,9,0,1
ISG15,14,3,1,13,2,9,7
AGRN,8,7,10,13,5,6,3
LOC100288175,1,0,0,0,0,0,1
RNF223,0,0,0,0,0,0,0
C1orf159,1,0,0,1,0,1,0
LINC01342,0,0,0,0,0,0,0
MIR200B,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,0
MIR429,0,0,0,0,0,0,0
TTLL10,0,0,0,0,0,0,0
TNFRSF18,0,0,0,0,0,0,0
TNFRSF4,0,0,0,0,0,0,0
SDF4,6,15,38,12,6,10,6
B3GALT6,11,4,14,8,2,9,5
C1QTNF12,0,1,0,1,0,1,0
UBE2J2,11,5,12,8,7,7,5
SCNN1D,0,0,0,0,0,0,0
ACAP3,0,0,2,1,2,0,2
