H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
DDX11L1,0,0,0,0,0,0,0
WASH7P,1,0,18,3,5,3,0
MIR6859-1,0,0,0,0,0,0,0
MIR6859-2,0,0,0,0,0,0,0
MIR6859-3,0,0,0,0,0,0,0
MIR6859-4,0,0,0,0,0,0,0
MIR1302-10,0,0,0,0,0,0,0
MIR1302-11,0,0,0,0,0,0,0
MIR1302-2,0,0,0,0,0,0,0
MIR1302-9,0,0,0,0,0,0,0
FAM138A,0,0,0,0,0,0,0
FAM138C,0,0,0,0,0,0,0
FAM138F,0,0,0,0,0,0,0
OR4F5,0,0,0,0,0,0,0
LOC729737,2,3,4,2,1,5,1
LOC102725121,0,0,0,0,0,0,0
FAM138D,0,0,0,0,0,0,0
OR4F16,0,0,0,0,0,0,0
OR4F29,0,0,0,0,0,0,0
OR4F3,0,0,0,0,0,0,0
LOC100132062,0,0,0,0,0,0,0
LOC100132287,0,0,0,0,0,0,0
LOC101928626,0,0,0,0,0,0,0
MIR12136,0,0,0,0,0,0,0
LOC100133331,0,0,0,0,0,0,0
LOC100288069,0,0,0,0,2,0,0
FAM87B,0,0,0,0,0,0,0
LINC00115,0,0,2,0,3,0,0
LINC01128,14,9,48,10,15,2,0
FAM41C,3,0,11,3,1,0,2
LINC02593,0,0,0,0,0,0,0
SAMD11,2,0,0,0,3,0,0
NOC2L,99,34,456,44,141,53,38
KLHL17,7,4,19,2,14,5,0
PLEKHN1,1,0,6,0,4,0,0
PERM1,0,0,0,0,0,0,0
HES4,5,3,9,0,139,3,2
ISG15,161,86,157,115,190,40,28
AGRN,3,2,9,3,11,0,0
LOC100288175,5,5,5,2,22,2,1
RNF223,0,0,0,0,1,0,0
C1orf159,4,1,8,1,0,3,0
LINC01342,0,0,0,0,0,0,0
MIR200B,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,0
MIR429,0,0,0,0,0,0,0
TTLL10,0,0,0,0,0,0,0
TNFRSF18,0,0,1,2,1,0,0
TNFRSF4,0,0,0,0,0,0,0
SDF4,34,13,134,24,43,7,6
B3GALT6,36,28,158,17,32,21,4
C1QTNF12,1,1,8,2,13,2,1
UBE2J2,155,86,635,98,183,63,35
SCNN1D,0,0,0,0,0,0,0
ACAP3,3,6,24,7,16,4,4
MIR6726,0,0,0,0,0,0,0
SNORD167,0,0,0,0,0,0,0
PUSL1,136,64,416,64,147,41,27
INTS11,119,54,246,44,99,46,22
MIR6727,0,0,0,0,0,0,0
CPTP,18,6,79,14,26,9,6
TAS1R3,0,0,0,0,0,0,0
DVL1,22,10,95,21,43,15,5
MIR6808,0,0,0,0,0,0,0
MXRA8,1,1,14,0,6,2,0
AURKAIP1,1165,570,3463,569,1278,301,219
CCNL2,53,18,209,31,57,16,15
MRPL20-AS1,30,18,134,13,55,12,7
MRPL20,974,309,1951,434,904,237,147
ANKRD65,3,0,4,3,5,2,3
TMEM88B,0,0,0,0,0,0,0
LINC01770,2,5,3,0,1,8,0
VWA1,45,7,41,11,49,6,7
ATAD3C,0,0,0,0,0,0,0
ATAD3B,159,33,464,54,174,25,40
ATAD3A,110,24,418,53,108,40,23
TMEM240,3,0,11,3,5,2,0
SSU72,633,326,2087,304,635,197,101
FNDC10,48,21,165,32,39,37,3
LOC105378586,0,0,0,0,0,0,0
MIB2,24,18,76,21,159,12,16
MMP23B,0,0,0,0,0,0,0
MMP23A,0,0,0,0,0,0,0
CDK11B,44,21,105,29,38,7,2
SLC35E2B,3,0,8,0,4,1,1
CDK11A,23,18,80,11,28,7,4
SLC35E2A,10,4,24,5,3,3,2
NADK,22,15,156,31,46,20,13
GNB1,199,88,469,104,205,63,43
CALML6,0,0,0,0,0,0,0
TMEM52,26,14,52,17,13,7,5
CFAP74,0,0,0,0,0,0,0
GABRD,1,0,2,0,0,0,0
LOC105378591,0,0,0,0,0,0,0
PRKCZ,33,27,129,19,42,15,7
PRKCZ-AS1,0,0,0,0,1,0,0
FAAP20,336,226,690,188,424,131,81
SKI,8,8,24,8,17,2,2
MORN1,2,0,10,2,1,0,1
LOC100129534,0,0,0,0,1,0,1
RER1,173,63,334,63,197,28,37
PEX10,54,26,218,26,69,15,7
PLCH2,0,0,0,0,0,0,0
PANK4,4,2,22,4,5,3,2
HES5,0,0,14,0,1,0,0
TNFRSF14-AS1,0,0,0,0,0,0,0
TNFRSF14,0,2,0,0,0,0,0
LOC100996583,0,0,0,0,0,0,0
PRXL2B,45,12,173,19,34,8,6
MMEL1,0,0,1,0,0,0,0
TTC34,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0
PRDM16-DT,0,0,4,0,1,0,0
PRDM16,0,0,0,0,1,0,0
MIR4251,0,0,0,0,0,0,0
ARHGEF16,21,10,83,6,47,4,3
MEGF6,1,2,6,1,5,0,0
MIR551A,0,0,0,0,0,0,0
TPRG1L,27,12,130,19,52,9,3
WRAP73,31,25,151,11,34,22,12
TP73,0,0,9,0,1,1,1
TP73-AS1,5,3,39,5,7,2,3
CCDC27,0,0,0,0,0,0,0
SMIM1,12,13,33,5,11,8,2
LRRC47,77,29,484,52,140,31,14
CEP104,16,12,64,9,25,4,2
DFFB,12,8,39,6,5,8,1
C1orf174,73,37,242,42,99,39,17
LINC01134,0,0,0,0,0,0,0
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,6,1,34,0,0,4,4
MIR4689,0,0,0,0,0,0,0
NPHP4,10,0,18,7,9,8,4
KCNAB2,1,3,0,1,1,1,0
CHD5,1,0,1,0,3,0,0
RPL22,3253,2124,7468,2066,4204,1079,794
LOC102724450,1,0,2,1,0,0,0
RNF207,0,0,1,0,0,0,0
ICMT,82,23,220,32,47,15,12
LINC00337,2,7,13,4,7,2,1
HES3,1,1,9,0,3,1,0
GPR153,1,3,21,3,0,4,0
ACOT7,165,80,466,80,128,57,41
HES2,0,1,2,0,0,0,1
ESPN,49,33,76,15,13,20,5
MIR4252,0,0,0,0,0,0,0
TNFRSF25,1,2,4,1,4,1,0
PLEKHG5,3,1,6,4,8,2,1
NOL9,39,14,209,26,53,10,3
TAS1R1,0,0,0,0,0,0,0
ZBTB48,20,9,44,7,11,7,5
KLHL21,4,2,26,5,15,1,2
PHF13,22,7,75,11,10,7,4
THAP3,38,18,74,15,45,10,4
DNAJC11,41,12,189,22,51,11,13
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,0,0,2,0,0,0,0
CAMTA1,329,243,1052,228,405,170,78
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,56,18,95,25,44,25,10
PER3,2,1,8,4,2,0,0
UTS2,0,0,0,0,1,0,0
TNFRSF9,0,0,0,0,2,0,0
PARK7,1772,910,4149,781,1629,384,306
ERRFI1,21,3,88,13,55,27,3
LINC01714,0,0,0,0,0,0,0
SLC45A1,0,0,0,0,0,0,0
RERE,30,21,115,23,36,11,4
RERE-AS1,0,0,0,0,0,0,0
SNORD128,0,0,0,0,0,0,0
ENO1,2432,1250,7303,1271,2839,882,817
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,1,1,0,1,2,0,0
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,0,0,0,0,0,0,0
GPR157,2,0,4,0,0,1,0
MIR34AHG,0,2,0,1,1,0,0
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,1,4,5,0,0,4,0
H6PD,0,0,3,0,1,0,0
SPSB1,1,3,12,1,4,3,0
LINC02606,0,0,1,0,0,0,0
SLC25A33,117,48,487,60,185,34,20
TMEM201,6,6,10,4,3,1,1
PIK3CD,2,9,14,3,13,3,0
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,29,20,36,12,19,15,8
CLSTN1,8,5,22,4,3,7,4
CTNNBIP1,131,82,529,81,151,58,45
LZIC,54,25,165,29,84,11,8
NMNAT1,4,2,18,2,5,1,0
TMEM274P,0,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,19,19,28,10,66,5,3
UBE4B,15,19,80,19,14,10,3
KIF1B,36,28,194,24,37,13,1
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,197,106,684,119,166,110,54
CENPS,38,19,118,16,47,9,9
CENPS-CORT,3,0,5,1,2,1,0
CORT,1,1,3,0,0,0,0
DFFA,160,73,407,67,133,23,29
PEX14,12,6,42,4,20,7,6
CASZ1,1,1,3,1,4,0,0
C1orf127,0,0,0,0,0,0,0
TARDBP,80,28,203,47,54,18,11
MASP2,0,0,0,0,0,0,0
SRM,1108,354,3358,467,948,286,164
EXOSC10,36,17,112,17,38,15,3
EXOSC10-AS1,10,4,22,3,8,0,1
MTOR,15,10,63,13,21,6,2
MTOR-AS1,0,0,0,0,0,1,0
ANGPTL7,0,0,0,0,0,0,0
